FID,÷≤±ª»∫,¥Û¿‡,Vegatation,Code,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7,X,Y
3350,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,12.8063002,4271,11.5902996,1277,1538,1464,312,58,60,1284,1371,776,739,2355,4859,5631,4741,4715,4363,3050,1969,1883,274,1432,-227,-85,0,0,0,0,0,0,0,29,37,32,157,128,119,155,310,214,100,51,1,0,0,0,0,2,2,4,3,0,1,3,3,11,2,10,12,9,4,23,9,4,13,5,3,2,0,0,13795,13661,13864,13877,13786,13788,14483,14511,14129,14268,14845,0,14405,14614,14975,14759,14273,14522,14114,14038,13915,12967,12894,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2410,2862,2115,329,59,63,2626,3049,4519,2719,7193,7194,7617,7505,7100,7246,5754,4577,4079,297,3299,-220,-87,0,0,0,0,0,0,-8,22,32,30,137,116,108,139,253,171,80,43,-1,0,0,0,0,16,13,25,17,0,6,13,17,43,10,35,43,35,17,69,33,25,56,29,20,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,564,3457,261,702,4178,2588,1285,789,1947,2198,2290,3122,1970,1218,468,2931,217,515,3539,2296,1024,5349,5940,2636,2601,4085,3193,1900,99.39877903,34.05588298
3351,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,12.8063002,4271,11.5902996,1277,1538,1464,312,58,60,1284,1371,776,739,2355,4859,5631,4741,4715,4363,3050,1969,1883,274,1432,-227,-85,0,0,0,0,0,0,0,29,37,32,157,128,119,155,310,214,100,51,1,0,0,0,0,2,2,4,3,0,1,3,3,11,2,10,12,9,4,23,9,4,13,5,3,2,0,0,13795,13661,13864,13877,13786,13788,14483,14511,14129,14268,14845,0,14405,14614,14975,14759,14273,14522,14114,14038,13915,12967,12894,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2410,2862,2115,329,59,63,2626,3049,4519,2719,7193,7194,7617,7505,7100,7246,5754,4577,4079,297,3299,-220,-87,0,0,0,0,0,0,-8,22,32,30,137,116,108,139,253,171,80,43,-1,0,0,0,0,16,13,25,17,0,6,13,17,43,10,35,43,35,17,69,33,25,56,29,20,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,564,3457,261,702,4178,2588,1285,789,1947,2198,2290,3122,1970,1218,468,2931,217,515,3539,2296,1024,5349,5940,2636,2601,4085,3193,1900,99.39877903,34.05588298
3352,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,13.5143003,4259,12.5368996,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.3987009,34.05625298
3353,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,13.5143003,4259,12.5368996,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.3987009,34.05625298
3354,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,69.0076981,4254,5.16752,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39866672,34.05671495
3355,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,69.0076981,4254,5.16752,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14368.26667,14421.63636,14284.86364,14258.26667,14111.73333,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.25,47.16666667,56,55.25,42.41666667,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39866672,34.05671495
3356,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,132.0540009,4264,5.9927201,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14375.66667,14424.04545,14266.90698,14249.77273,14097.28889,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.5,47.41666667,56,55.33333333,42.5,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39850559,34.05720405
3357,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,132.0540009,4264,5.9927201,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14375.66667,14424.04545,14266.90698,14249.77273,14097.28889,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.5,47.41666667,56,55.33333333,42.5,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39850559,34.05720405
3358,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,318.6109924,4253,12.1948004,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14375.66667,14424.04545,14266.90698,14249.77273,14097.28889,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.5,47.41666667,56,55.33333333,42.5,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39817301,34.05761882
3359,µÊ◊¥Ω¬∂√∑π‡¥‘,π‡¥‘,Ω¬∂√∑π‡¥‘,26,0,0,0,0,294,868,977,958,700,0,0,0,744,891,860,785,720,768,869,863,318.6109924,4253,12.1948004,1323,1802,347,312,58,197,1332,1379,970,828,2280,5198,5616,4695,4219,4316,2896,2032,1846,274,1532,-298,-123,0,0,0,0,0,0,0,35,18,32,130,192,214,122,310,221,100,37,1,0,0,0,0,2,1,4,2,0,1,3,3,6,2,9,23,5,28,17,9,4,10,3,3,2,0,0,13767,13600,13803,13833,13588,13718,14409,14469,14117,14316,14818,0,14405,14606,14961,14671,14235,14499,14245,13962,13901,12998,12903,14375.66667,14424.04545,14266.90698,14249.77273,14097.28889,2495,2985,500,329,59,212,2615,2961,4477,1648,7007,7375,7653,7458,6749,6998,5220,4739,4432,297,3313,-286,-121,0,0,0,0,0,0,-8,30,15,30,113,169,182,109,253,176,80,34,-1,0,0,0,0,17,9,25,15,0,6,17,13,27,12,33,63,23,70,55,33,25,45,19,19,18,0,0,0.0071144,0.0400932,0.0259532,0.0432174,0.129001,0.15074,0.157319,0.126543,0.103547,0.0610416,0.0301901,0.003365,41.5,47.41666667,56,55.33333333,42.5,266,266,266,266,266,266,99,95,209,209,209,209,764,2486,287,551,2888,2802,1566,558,3695,261,702,4178,2588,1285,276,1176,454,517,1419,793,380,533,3018,243,553,3663,2383,1090,925,1975,1085,1126,2416,2110,1479,99.39817301,34.05761882
3409,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,704,916,1010,969,726,21,0,0,816,773,766,726,697,697,793,783,267.3410034,4138,13.1531,1374,1352,1200,1359,1565,514,1526,1508,666,2017,2489,5153,4787,5226,4859,4242,3698,2410,1894,1635,1693,2884,1551,0,0,0,0,0,0,1,51,70,12,178,256,62,227,333,273,72,74,1,0,0,0,0,3,2,1,1,2,1,2,4,11,3,10,11,21,44,33,19,3,12,3,3,3,1,2,13850,13885,13767,14008,14067,13574,14666,14682,14141,0,14949,14817,14400,14505,14900,14680,14046,14585,14309,14133,14245,0,13715,14486.95652,14561.93182,14434.06818,14345.86957,14304.27907,2673,2809,1663,2076,2405,594,2876,3135,998,4081,5753,7402,8114,7164,7468,7482,6076,5599,4140,3393,3172,3924,2427,0,0,0,0,0,0,-6,47,57,12,155,212,56,193,263,211,63,62,0,0,0,0,0,20,18,7,7,9,7,10,20,41,13,44,43,66,84,81,64,19,53,27,27,26,4,10,0.011708,0.0372253,0.0273188,0.0410126,0.138496,0.177522,0.154011,0.137875,0.0959525,0.0711942,0.0254279,0.0022698,43.16666667,49.08333333,58.66666667,57.33333333,44,675,675,675,675,675,675,546,533,635,635,635,635,725,1725,325,598,2345,2331,1357,553,3705,180,524,3668,2266,1065,1026,3668,337,827,3986,2565,1160,394,2736,167,540,3796,2519,1272,503,1783,281,443,2864,2398,1294,99.68652615,33.90439209
3410,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,704,916,1010,969,726,21,0,0,816,773,766,726,697,697,793,783,267.3410034,4138,13.1531,1374,1352,1200,1359,1565,514,1526,1508,666,2017,2489,5153,4787,5226,4859,4242,3698,2410,1894,1635,1693,2884,1551,0,0,0,0,0,0,1,51,70,12,178,256,62,227,333,273,72,74,1,0,0,0,0,3,2,1,1,2,1,2,4,11,3,10,11,21,44,33,19,3,12,3,3,3,1,2,13850,13885,13767,14008,14067,13574,14666,14682,14141,0,14949,14817,14400,14505,14900,14680,14046,14585,14309,14133,14245,0,13715,14486.95652,14561.93182,14434.06818,14345.86957,14304.27907,2673,2809,1663,2076,2405,594,2876,3135,998,4081,5753,7402,8114,7164,7468,7482,6076,5599,4140,3393,3172,3924,2427,0,0,0,0,0,0,-6,47,57,12,155,212,56,193,263,211,63,62,0,0,0,0,0,20,18,7,7,9,7,10,20,41,13,44,43,66,84,81,64,19,53,27,27,26,4,10,0.011708,0.0372253,0.0273188,0.0410126,0.138496,0.177522,0.154011,0.137875,0.0959525,0.0711942,0.0254279,0.0022698,43.16666667,49.08333333,58.66666667,57.33333333,44,675,675,675,675,675,675,546,533,635,635,635,635,725,1725,325,598,2345,2331,1357,553,3705,180,524,3668,2266,1065,1026,3668,337,827,3986,2565,1160,394,2736,167,540,3796,2519,1272,503,1783,281,443,2864,2398,1294,99.68652615,33.90439209
3411,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,704,916,1010,969,726,21,0,0,816,773,766,726,697,697,793,783,267.3410034,4138,13.1531,1374,1352,1200,1359,1565,514,1526,1508,666,2017,2489,5153,4787,5226,4859,4242,3698,2410,1894,1635,1693,2884,1551,0,0,0,0,0,0,1,51,70,12,178,256,62,227,333,273,72,74,1,0,0,0,0,3,2,1,1,2,1,2,4,11,3,10,11,21,44,33,19,3,12,3,3,3,1,2,13850,13885,13767,14008,14067,13574,14666,14682,14141,0,14949,14817,14400,14505,14900,14680,14046,14585,14309,14133,14245,0,13715,14486.95652,14561.93182,14434.06818,14345.86957,14304.27907,2673,2809,1663,2076,2405,594,2876,3135,998,4081,5753,7402,8114,7164,7468,7482,6076,5599,4140,3393,3172,3924,2427,0,0,0,0,0,0,-6,47,57,12,155,212,56,193,263,211,63,62,0,0,0,0,0,20,18,7,7,9,7,10,20,41,13,44,43,66,84,81,64,19,53,27,27,26,4,10,0.011708,0.0372253,0.0273188,0.0410126,0.138496,0.177522,0.154011,0.137875,0.0959525,0.0711942,0.0254279,0.0022698,43.16666667,49.08333333,58.66666667,57.33333333,44,675,675,675,675,675,675,546,533,635,635,635,635,725,1725,325,598,2345,2331,1357,553,3705,180,524,3668,2266,1065,1026,3668,337,827,3986,2565,1160,394,2736,167,540,3796,2519,1272,503,1783,281,443,2864,2398,1294,99.68652615,33.90439209
3412,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,40,812,942,1048,967,728,54,23,0,757,789,714,719,707,733,792,790,269.5440063,4010,34.4929008,1164,1051,1306,911,367,-5,1591,1483,1523,2642,5244,2643,4141,4005,4298,4132,3008,2370,1963,1427,1412,100,480,0,0,0,0,0,0,1,35,34,62,171,86,314,302,267,243,121,78,3,0,0,0,0,1,2,2,2,1,3,2,3,4,5,7,11,1,4,15,17,6,9,5,2,1,0,2,13818,13959,13638,13931,13956,13782,14470,14779,14406,14426,14899,14332,14596,14815,14855,14812,14338,14464,14290,14072,14113,13226,13224,14456.93478,14517.90909,14443.04651,14298.70455,14263.93023,2061,2493,1845,1192,458,-5,3172,3006,3300,5404,9225,3889,6067,7127,6834,6767,5264,4122,4276,3815,3061,103,588,0,0,0,0,0,0,1,29,28,50,146,76,258,246,221,201,103,68,-4,-3,0,0,0,9,19,13,15,7,13,10,14,17,19,31,38,6,19,54,59,28,42,28,14,9,2,9,0.011789,0.0374877,0.0276212,0.0436296,0.139783,0.179665,0.161762,0.1457,0.122859,0.0641056,0.0304205,0.0025545,46,53,63.08333333,61.33333333,46.5,1090,1090,1090,1090,1090,1090,1026,1002,1090,1090,1090,1090,574,1924,346,649,3192,2459,1588,1736,3946,1266,1579,4391,2898,1726,910,3537,312,755,4058,2910,1338,563,2920,331,694,3902,2854,1411,1103,2650,394,672,3771,3323,1958,100.0406068,33.88892687
3413,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,40,812,942,1048,967,728,54,23,0,757,789,714,719,707,733,792,790,269.5440063,4010,34.4929008,1164,1051,1306,911,367,-5,1591,1483,1523,2642,5244,2643,4141,4005,4298,4132,3008,2370,1963,1427,1412,100,480,0,0,0,0,0,0,1,35,34,62,171,86,314,302,267,243,121,78,3,0,0,0,0,1,2,2,2,1,3,2,3,4,5,7,11,1,4,15,17,6,9,5,2,1,0,2,13818,13959,13638,13931,13956,13782,14470,14779,14406,14426,14899,14332,14596,14815,14855,14812,14338,14464,14290,14072,14113,13226,13224,14456.93478,14517.90909,14443.04651,14298.70455,14263.93023,2061,2493,1845,1192,458,-5,3172,3006,3300,5404,9225,3889,6067,7127,6834,6767,5264,4122,4276,3815,3061,103,588,0,0,0,0,0,0,1,29,28,50,146,76,258,246,221,201,103,68,-4,-3,0,0,0,9,19,13,15,7,13,10,14,17,19,31,38,6,19,54,59,28,42,28,14,9,2,9,0.011789,0.0374877,0.0276212,0.0436296,0.139783,0.179665,0.161762,0.1457,0.122859,0.0641056,0.0304205,0.0025545,46,53,63.08333333,61.33333333,46.5,1090,1090,1090,1090,1090,1090,1026,1002,1090,1090,1090,1090,574,1924,346,649,3192,2459,1588,1736,3946,1266,1579,4391,2898,1726,910,3537,312,755,4058,2910,1338,563,2920,331,694,3902,2854,1411,1103,2650,394,672,3771,3323,1958,100.0406068,33.88892687
3414,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,40,812,942,1048,967,728,54,23,0,757,789,714,719,707,733,792,790,269.5440063,4010,34.4929008,1164,1051,1306,911,367,-5,1591,1483,1523,2642,5244,2643,4141,4005,4298,4132,3008,2370,1963,1427,1412,100,480,0,0,0,0,0,0,1,35,34,62,171,86,314,302,267,243,121,78,3,0,0,0,0,1,2,2,2,1,3,2,3,4,5,7,11,1,4,15,17,6,9,5,2,1,0,2,13818,13959,13638,13931,13956,13782,14470,14779,14406,14426,14899,14332,14596,14815,14855,14812,14338,14464,14290,14072,14113,13226,13224,14456.93478,14517.90909,14443.04651,14298.70455,14263.93023,2061,2493,1845,1192,458,-5,3172,3006,3300,5404,9225,3889,6067,7127,6834,6767,5264,4122,4276,3815,3061,103,588,0,0,0,0,0,0,1,29,28,50,146,76,258,246,221,201,103,68,-4,-3,0,0,0,9,19,13,15,7,13,10,14,17,19,31,38,6,19,54,59,28,42,28,14,9,2,9,0.011789,0.0374877,0.0276212,0.0436296,0.139783,0.179665,0.161762,0.1457,0.122859,0.0641056,0.0304205,0.0025545,46,53,63.08333333,61.33333333,46.5,1090,1090,1090,1090,1090,1090,1026,1002,1090,1090,1090,1090,574,1924,346,649,3192,2459,1588,1736,3946,1266,1579,4391,2898,1726,910,3537,312,755,4058,2910,1338,563,2920,331,694,3902,2854,1411,1103,2650,394,672,3771,3323,1958,100.0406068,33.88892687
